ElementID,Volume,Area,Length,Height,Thickness/Width,Base_offset,Top_offset,Number_of_Faces,Bounding_Box_Width,Bounding_Box_Height,Bounding_Box_Depth,Centroid_X,Centroid_Y,Centroid_Z,Orientation_Angle,Curvature,source,is_rare_class,SECClasS_Code_Ss_1,SECClasS_Code_Ss_1_encode,Category_Curtain Panels,Category_Doors,Category_Floors,Category_Roofs,Category_Stairs,Category_Structural Columns,Category_Structural Foundations,Category_Structural Framing,Category_Walls,Category_Windows,load_bearing_status_binary
7426032,0.55,3.64,1.37,2.65,0.15,0.0,-0.25,6.0,1.45,2.65,0.15,-111.52,64.5,108.73,0.0,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
7426035,2.18,15.41,8.65,2.65,0.15,0.0,-0.25,21.0,8.65,2.65,0.15,-107.51,62.65,108.87,3.14,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
7426061,0.46,3.05,1.32,2.65,0.15,0.0,-0.25,6.0,0.15,2.65,1.32,-112.28,63.85,108.73,1.57,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
7426062,0.18,1.19,0.55,2.65,0.15,0.0,-0.25,6.0,0.63,2.65,0.15,-112.43,64.5,108.73,3.14,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
7426063,0.33,1.66,0.55,2.65,0.2,0.0,-0.25,6.0,0.63,2.65,0.2,-112.52,63.17,108.73,0.0,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
7427128,0.36,2.4,2.15,2.7,0.15,0.0,-0.2,11.0,2.15,2.7,0.15,-106.76,63.9,109.15,0.0,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
7428921,0.73,4.86,1.88,2.7,0.15,0.0,-0.2,6.0,1.88,2.7,0.15,-108.78,64.5,108.75,0.0,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
7429633,0.75,4.98,1.88,2.65,0.15,0.0,-0.25,6.0,1.95,2.65,0.15,-122.62,64.21,108.73,0.0,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
7429847,0.36,1.8,0.67,3.46,0.2,-0.05,-0.29,6.0,0.67,3.46,0.2,-83.84,67.17,85.08,0.0,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
7430618,0.88,5.86,1.94,3.46,0.15,-0.05,-0.29,6.0,1.94,3.46,0.15,-101.94,63.82,85.08,3.14,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
7439396,0.23,1.2,0.57,3.5,0.19,0.0,-0.2,6.0,0.57,3.5,0.19,-144.99,67.07,85.15,3.14,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
7501226,0.74,3.72,1.72,2.16,0.2,-0.42,1.74,6.0,1.82,2.16,0.2,-150.97,45.24,84.06,0.0,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
7501227,1.32,6.6,2.79,2.36,0.2,-0.62,1.74,6.0,0.2,2.36,2.89,-150.21,43.75,83.96,1.57,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
7501228,0.66,3.3,1.72,2.17,0.2,-0.43,1.74,6.0,1.72,2.17,0.2,-151.07,42.45,84.06,3.14,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
7509935,0.13,0.86,0.32,2.65,0.15,0.0,-0.25,6.0,0.4,2.65,0.15,-128.37,65.1,102.93,0.0,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
7510285,0.13,0.86,0.32,2.65,0.15,0.0,-0.25,6.0,0.4,2.65,0.15,-128.37,65.1,91.33,0.0,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
7510288,0.13,0.86,0.32,2.65,0.15,0.0,-0.25,6.0,0.4,2.65,0.15,-128.37,65.1,94.23,0.0,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
7510291,0.13,0.86,0.32,2.65,0.15,0.0,-0.25,6.0,0.4,2.65,0.15,-128.37,65.1,97.13,0.0,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
7510294,0.13,0.86,0.32,2.65,0.15,0.0,-0.25,6.0,0.4,2.65,0.15,-128.37,65.1,100.03,0.0,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
7510297,0.13,0.86,0.32,2.65,0.15,0.0,-0.25,6.0,0.4,2.65,0.15,-128.37,65.1,105.83,0.0,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
7510300,0.13,0.86,0.32,2.65,0.15,0.0,-0.25,6.0,0.4,2.65,0.15,-128.37,65.1,108.73,0.0,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
7510306,0.13,0.86,0.32,2.65,0.15,0.0,-0.25,6.0,0.4,2.65,0.15,-128.37,65.1,88.43,0.0,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
7513288,5.39,17.95,7.18,2.65,0.3,0.0,-0.25,6.0,0.3,2.65,7.18,-115.66,57.21,105.83,1.57,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
7513293,7.46,21.31,8.04,2.65,0.35,0.0,-0.25,6.0,8.04,2.65,0.35,-115.68,60.77,105.83,3.14,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
7513305,1.42,11.65,7.18,2.65,0.15,0.0,-0.25,13.0,0.15,2.65,7.18,-118.33,57.82,106.07,1.57,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
7513307,6.11,40.76,15.78,2.65,0.15,0.0,-0.25,6.0,0.15,2.65,15.78,-127.94,61.51,105.83,1.57,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
7513309,1.42,11.65,7.18,2.65,0.15,0.0,-0.25,14.0,0.15,2.65,7.18,-113.03,57.57,106.07,1.57,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
7513310,13.55,38.7,14.6,2.66,0.35,-0.05,-0.29,6.0,0.35,2.66,14.77,-103.36,61.1,105.78,1.57,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
7513311,2.14,14.26,5.48,2.65,0.15,0.0,-0.25,6.0,0.15,2.65,5.56,-121.61,66.51,105.83,1.57,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
7513312,3.47,13.86,5.41,2.65,0.25,0.0,-0.25,6.0,0.25,2.65,5.41,-124.58,66.59,105.83,1.57,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
7513313,0.11,0.7,1.05,2.65,0.15,0.0,-0.25,8.0,1.05,2.65,0.15,-121.2,63.9,106.48,3.14,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
7513314,3.48,23.19,9.05,2.65,0.15,0.0,-0.25,6.0,0.15,2.65,9.05,-124.51,58.2,105.83,1.57,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
7513315,1.44,10.47,5.45,2.65,0.15,0.0,-0.25,15.0,0.15,2.65,5.45,-125.86,62.32,105.95,1.57,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
7513316,0.83,5.5,2.08,2.65,0.15,0.0,-0.25,6.0,2.15,2.65,0.15,-126.82,59.65,105.83,3.14,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
7513320,0.77,5.11,2.08,2.65,0.15,0.0,-0.25,6.0,2.08,2.65,0.15,-126.9,62.5,105.83,3.14,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
7513325,0.83,5.5,2.08,2.65,0.15,0.0,-0.25,6.0,2.15,2.65,0.15,-126.82,65.1,105.83,3.14,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
7513330,0.68,4.5,1.85,2.65,0.15,0.0,-0.25,6.0,0.15,2.65,1.85,-120.56,63.57,105.83,1.57,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
7513331,0.58,3.84,1.45,2.65,0.15,0.0,-0.25,6.0,1.52,2.65,0.15,-119.91,64.5,105.83,3.14,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
7513335,1.45,10.56,6.9,2.65,0.15,0.0,-0.25,21.0,6.9,2.65,0.15,-122.61,62.65,106.05,0.0,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
7513338,1.98,13.18,5.13,2.7,0.15,0.0,-0.2,6.0,0.15,2.7,5.13,-109.76,66.41,105.85,1.57,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
7513339,3.34,11.14,4.3,2.7,0.3,0.0,-0.2,6.0,0.3,2.7,4.3,-106.83,65.96,105.85,1.57,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
7513340,3.54,23.62,9.05,2.7,0.15,0.0,-0.2,6.0,0.15,2.7,9.05,-106.91,58.2,105.85,1.57,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
7513385,1.68,3.74,2.4,2.65,0.45,0.0,-0.25,9.0,0.45,2.65,2.4,-118.96,62.02,105.96,1.57,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
7513387,0.91,6.09,2.45,2.65,0.15,0.0,-0.25,6.0,0.15,2.65,2.45,-119.11,63.87,105.83,1.57,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
7513389,0.38,1.92,0.63,2.65,0.2,0.0,-0.25,6.0,0.8,2.65,0.2,-118.67,63.17,105.83,3.14,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
7513390,1.19,9.49,5.3,2.65,0.15,0.0,-0.25,20.0,5.3,2.65,0.15,-115.69,59.3,106.0,0.0,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
7513422,1.76,11.76,4.28,2.7,0.15,0.0,-0.2,6.0,0.15,2.7,4.36,-118.71,67.2,105.85,1.57,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
7513423,1.73,11.56,4.53,2.7,0.15,0.0,-0.2,6.0,0.15,2.7,4.53,-112.61,66.71,105.85,1.57,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
7513454,0.73,4.84,1.97,2.65,0.15,0.0,-0.25,6.0,0.15,2.65,1.97,-122.36,61.66,105.83,1.57,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
7513456,0.86,5.7,2.15,2.65,0.15,0.0,-0.25,6.0,2.23,2.65,0.15,-123.36,60.67,105.83,0.0,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
7513462,0.38,2.54,2.37,2.65,0.15,0.0,-0.25,11.0,2.37,2.65,0.15,-124.79,63.9,106.19,3.14,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
7513472,0.35,2.3,1.48,2.7,0.15,0.0,-0.2,8.0,1.55,2.7,0.15,-109.85,63.9,106.07,0.0,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
7513473,0.74,5.8,3.0,2.7,0.15,0.0,-0.2,12.0,0.15,2.7,3.0,-105.56,61.2,106.02,1.57,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
7513474,0.85,5.68,2.2,2.7,0.15,0.0,-0.2,6.0,2.28,2.7,0.15,-104.58,59.65,105.85,0.0,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
7513486,0.68,4.5,1.85,2.65,0.15,0.0,-0.25,6.0,0.15,2.65,1.85,-110.91,63.57,105.83,1.57,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
7513487,0.55,3.64,1.37,2.65,0.15,0.0,-0.25,6.0,1.45,2.65,0.15,-111.52,64.5,105.83,0.0,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
7513489,2.18,15.41,8.65,2.65,0.15,0.0,-0.25,21.0,8.65,2.65,0.15,-107.51,62.65,105.97,3.14,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
7513499,0.46,3.05,1.32,2.65,0.15,0.0,-0.25,6.0,0.15,2.65,1.32,-112.28,63.85,105.83,1.57,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
7513500,0.18,1.19,0.55,2.65,0.15,0.0,-0.25,6.0,0.63,2.65,0.15,-112.43,64.5,105.83,3.14,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
7513501,0.42,2.12,0.55,2.65,0.2,0.0,-0.25,6.0,0.8,2.65,0.2,-112.61,63.17,105.83,0.0,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
7513518,0.36,2.4,2.15,2.7,0.15,0.0,-0.2,11.0,2.15,2.7,0.15,-106.76,63.9,106.25,0.0,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
7516430,1.53,3.81,1.26,2.66,0.4,-0.05,-0.29,8.0,0.4,2.66,1.63,-118.46,68.84,105.78,1.57,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
7516432,5.09,16.12,9.58,2.66,0.35,-0.05,-0.29,24.0,9.58,2.66,0.35,-123.26,69.38,105.8,0.0,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
7516435,1.15,2.87,0.91,2.66,0.4,-0.05,-0.29,6.0,0.4,2.66,1.08,-112.86,68.66,105.78,1.57,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
7516436,1.26,3.14,0.83,2.66,0.4,-0.05,-0.29,6.0,0.4,2.66,1.18,-106.78,68.61,105.78,1.57,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
7516437,1.63,5.18,3.43,2.66,0.35,-0.05,-0.29,11.0,3.43,2.66,0.35,-105.68,68.2,105.8,3.14,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
7516439,2.85,9.22,6.08,2.66,0.35,-0.05,-0.29,17.0,6.08,2.66,0.35,-109.88,69.03,105.81,3.14,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
7516442,7.53,23.12,11.58,2.66,0.35,-0.05,-0.29,24.0,12.01,2.66,0.35,-145.61,69.65,105.79,0.0,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
7516443,13.99,32.56,17.21,2.66,0.45,-0.05,-0.29,26.0,0.45,2.66,17.39,-151.89,60.92,105.83,1.57,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
7516444,1.44,3.6,1.53,2.66,0.4,-0.05,-0.29,8.0,0.4,2.66,1.73,-140.3,68.8,105.78,1.57,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
7516445,1.31,3.27,1.26,2.66,0.4,-0.05,-0.29,6.0,0.4,2.66,1.43,-134.7,68.94,105.78,1.57,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
7516446,22.08,53.16,31.29,2.66,0.45,-0.05,-0.29,46.0,31.67,2.66,0.45,-119.01,53.6,105.84,0.0,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
7516447,3.59,11.32,6.67,2.66,0.35,-0.05,-0.29,18.0,6.67,2.66,0.35,-131.09,69.38,105.8,0.0,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
7516454,1.19,2.97,1.16,2.66,0.4,-0.05,-0.29,6.0,0.4,2.66,1.34,-134.65,52.82,105.78,1.57,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
7516455,7.32,24.54,17.23,2.66,0.35,-0.05,-0.29,29.0,17.23,2.66,0.35,-143.04,52.43,105.81,3.14,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
7516491,0.7,4.69,1.99,2.66,0.15,-0.05,-0.29,6.0,0.15,2.66,1.99,-115.68,52.49,105.78,1.57,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
7516492,0.81,5.38,2.25,2.66,0.15,-0.05,-0.29,6.0,0.15,2.66,2.25,-128.04,52.36,105.78,1.57,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
7516493,0.41,2.74,1.2,2.66,0.15,-0.05,-0.29,6.0,0.15,2.66,1.2,-134.53,51.74,105.78,1.57,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
7516494,0.49,3.29,1.41,2.66,0.15,-0.05,-0.29,6.0,0.15,2.66,1.41,-145.34,51.64,105.78,1.57,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
7524374,1.19,3.39,1.45,3.45,0.35,0.0,-0.25,9.0,1.63,3.45,0.35,-139.33,61.22,85.5,0.0,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
7524375,7.87,22.51,5.13,4.71,0.35,0.0,-0.25,12.0,5.13,4.71,0.35,-142.77,63.01,84.5,0.0,0.0,dataset2,0,Ss_37,4,0,0,0,0,0,0,0,0,1,0,0
7524376,2.71,18.06,4.3,4.46,0.15,-1.05,-0.29,6.0,4.3,4.46,0.15,-130.24,60.87,84.58,0.0,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
7524377,2.1,13.97,4.3,3.45,0.15,0.0,-0.25,6.0,4.3,3.45,0.15,-130.24,60.57,85.12,0.0,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
7524379,6.97,19.92,5.83,3.45,0.35,0.0,-0.25,6.0,0.35,3.45,6.0,-140.98,56.71,85.12,1.57,0.0,dataset2,0,Ss_37,4,0,0,0,0,0,0,0,0,1,0,0
7524382,1.88,12.51,3.85,3.45,0.15,1.26,-0.25,6.0,0.15,3.45,3.85,-134.15,55.64,85.12,1.57,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
7524384,1.68,11.21,3.73,3.45,0.15,0.0,-0.25,9.0,3.81,3.45,0.15,-136.22,57.37,85.23,3.14,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
7524385,1.8,11.99,3.78,3.45,0.15,1.26,-0.25,6.0,0.15,3.45,3.78,-137.89,55.56,85.12,1.57,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
7524387,1.01,6.73,2.05,3.45,0.15,0.0,-0.25,6.0,0.15,3.45,2.13,-134.15,59.62,85.12,1.57,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
7524392,1.72,12.37,4.56,3.45,0.15,0.0,-0.25,15.0,4.63,3.45,0.15,-136.4,58.72,85.37,0.0,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
7524393,1.3,8.67,3.4,3.45,0.15,0.0,-0.25,11.0,0.15,3.45,3.4,-136.18,59.25,85.26,1.57,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
7524406,1.74,4.98,1.79,3.45,0.35,0.0,-0.25,6.0,0.35,3.45,1.79,-138.81,60.32,85.12,1.57,0.0,dataset2,0,Ss_37,4,0,0,0,0,0,0,0,0,1,0,0
7524407,2.44,6.97,2.27,3.45,0.35,0.0,-0.25,6.0,2.27,3.45,0.35,-139.8,59.42,85.12,0.0,0.0,dataset2,0,Ss_37,4,0,0,0,0,0,0,0,0,1,0,0
7524412,0.34,6.71,2.12,3.45,0.05,0.0,-0.25,6.0,2.12,3.45,0.05,-139.83,56.82,85.12,0.0,0.0,dataset2,0,Ss_40,5,0,0,0,0,0,0,0,0,1,0,0
7524413,0.31,2.07,0.6,3.45,0.15,0.0,-0.25,6.0,0.67,3.45,0.15,-134.53,55.0,85.12,3.14,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
7524414,0.57,3.79,1.4,3.45,0.15,0.0,-0.25,6.0,0.15,3.45,1.4,-134.75,54.37,85.12,1.57,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
7524417,1.32,7.01,1.96,3.45,0.19,0.0,-0.25,10.0,0.19,3.45,2.13,-140.26,62.07,85.13,1.57,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
7524427,0.23,1.55,0.2,3.45,0.15,0.0,-0.25,6.0,0.15,3.45,0.45,-132.34,60.72,85.12,1.57,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
7524438,0.0,2.62,3.15,0.88,0.0,0.0,-2.82,6.0,3.15,0.88,0.0,-129.7,58.1,83.84,0.0,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
7524828,28.14,62.54,23.88,4.08,0.45,-0.13,-0.29,26.0,23.88,4.08,0.45,-141.4,53.6,84.76,3.14,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
7524835,10.11,28.87,11.24,2.62,0.35,-0.08,-1.7,6.0,0.35,2.62,11.24,-140.98,47.86,84.09,1.57,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
7550334,0.79,5.23,2.28,2.58,0.15,0.0,-0.32,6.0,2.28,2.58,0.15,-141.52,65.53,114.49,3.14,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
7581673,0.24,1.59,0.6,2.65,0.15,0.0,-0.25,6.0,0.15,2.65,0.67,-151.43,61.92,108.73,1.57,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
7581708,0.06,0.4,0.45,2.65,0.15,0.0,-0.25,6.0,0.45,2.65,0.15,-151.58,61.7,108.73,3.14,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
7582233,0.24,1.59,0.6,2.65,0.15,0.0,-0.25,6.0,0.15,2.65,0.67,-151.43,61.92,91.33,1.57,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
7582234,0.06,0.4,0.45,2.65,0.15,0.0,-0.25,6.0,0.45,2.65,0.15,-151.58,61.7,91.33,3.14,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
7582238,0.24,1.59,0.6,2.65,0.15,0.0,-0.25,6.0,0.15,2.65,0.67,-151.43,61.92,94.23,1.57,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
7582239,0.06,0.41,0.45,2.65,0.15,0.0,-0.25,6.0,0.45,2.65,0.15,-151.59,61.7,94.23,3.14,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
7582243,0.24,1.59,0.6,2.65,0.15,0.0,-0.25,6.0,0.15,2.65,0.67,-151.43,61.92,97.13,1.57,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
7582244,0.06,0.4,0.45,2.65,0.15,0.0,-0.25,6.0,0.45,2.65,0.15,-151.58,61.7,97.13,3.14,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
7582248,0.24,1.59,0.6,2.65,0.15,0.0,-0.25,6.0,0.15,2.65,0.67,-151.43,61.92,100.03,1.57,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
7582249,0.06,0.41,0.45,2.65,0.15,0.0,-0.25,6.0,0.45,2.65,0.15,-151.59,61.7,100.03,3.14,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
7582253,0.24,1.59,0.6,2.65,0.15,0.0,-0.25,6.0,0.15,2.65,0.67,-151.43,61.92,102.93,1.57,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
7582254,0.06,0.4,0.45,2.65,0.15,0.0,-0.25,6.0,0.45,2.65,0.15,-151.58,61.7,102.93,3.14,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
7582258,0.24,1.59,0.6,2.65,0.15,0.0,-0.25,6.0,0.15,2.65,0.67,-151.43,61.92,105.83,1.57,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
7582259,0.06,0.4,0.45,2.65,0.15,0.0,-0.25,6.0,0.45,2.65,0.15,-151.58,61.7,105.83,3.14,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
7582268,0.24,1.59,0.6,2.65,0.15,0.0,-0.25,6.0,0.15,2.65,0.67,-151.43,61.92,88.43,1.57,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
7582269,0.06,0.41,0.45,2.65,0.15,0.0,-0.25,6.0,0.45,2.65,0.15,-151.59,61.7,88.43,3.14,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
7589865,0.44,4.01,2.55,2.65,0.15,0.0,-0.25,12.0,2.55,2.65,0.15,-145.37,64.54,111.94,3.14,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
7589867,0.4,2.65,1.15,2.65,0.15,0.0,-0.25,6.0,1.15,2.65,0.15,-144.86,64.19,111.63,3.14,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
7622772,2.01,13.41,5.41,2.65,0.15,0.0,-0.25,6.0,5.41,2.65,0.15,-144.05,61.07,111.63,3.14,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
7622852,0.14,0.93,0.45,2.65,0.15,0.0,-0.25,6.0,0.53,2.65,0.15,-144.98,61.32,88.43,0.0,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
7623314,0.14,0.93,0.45,2.65,0.15,0.0,-0.25,6.0,0.53,2.65,0.15,-144.98,61.32,91.33,0.0,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
7623318,0.14,0.93,0.45,2.65,0.15,0.0,-0.25,6.0,0.53,2.65,0.15,-144.98,61.32,94.23,0.0,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
7623322,0.14,0.93,0.45,2.65,0.15,0.0,-0.25,6.0,0.53,2.65,0.15,-144.98,61.32,97.13,0.0,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
7623326,0.14,0.93,0.45,2.65,0.15,0.0,-0.25,6.0,0.53,2.65,0.15,-144.98,61.32,100.03,0.0,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
7623330,0.14,0.93,0.45,2.65,0.15,0.0,-0.25,6.0,0.53,2.65,0.15,-144.98,61.32,102.93,0.0,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
7623334,0.14,0.93,0.45,2.65,0.15,0.0,-0.25,6.0,0.53,2.65,0.15,-144.98,61.32,105.83,0.0,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
7623338,0.14,0.93,0.45,2.65,0.15,0.0,-0.25,6.0,0.53,2.65,0.15,-144.98,61.32,108.73,0.0,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
