ElementID,Volume,Area,Length,Height,Thickness/Width,Base_offset,Top_offset,Number_of_Faces,Bounding_Box_Width,Bounding_Box_Height,Bounding_Box_Depth,Centroid_X,Centroid_Y,Centroid_Z,Orientation_Angle,Curvature,source,is_rare_class,SECClasS_Code_Ss_1,SECClasS_Code_Ss_1_encode,Category_Curtain Panels,Category_Doors,Category_Floors,Category_Roofs,Category_Stairs,Category_Structural Columns,Category_Structural Foundations,Category_Structural Framing,Category_Walls,Category_Windows,load_bearing_status_binary
2676258,1.31,6.57,2.05,3.55,0.2,0.0,1.01,6.0,0.2,3.55,2.05,-138.2,64.2,81.38,1.57,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
2676263,1.11,5.54,4.18,2.54,0.2,0.0,0.0,12.0,4.18,2.54,0.2,-138.11,63.17,81.05,3.14,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
2676264,4.86,32.4,10.83,3.55,0.15,0.0,1.01,22.0,10.83,3.55,0.15,-140.25,61.48,81.47,0.0,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
2676267,0.44,2.95,0.83,3.55,0.15,0.0,-0.25,6.0,0.15,3.55,0.9,-136.55,60.99,81.38,1.57,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
2676276,1.48,9.87,3.68,2.8,0.15,0.0,-0.2,6.0,3.68,2.8,0.15,-138.39,61.48,78.0,0.0,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
2676279,0.38,2.02,1.48,2.8,0.19,0.0,-0.2,14.0,1.58,2.8,0.19,-135.65,63.17,78.14,0.0,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
2676427,1.04,5.21,2.06,2.8,0.2,0.0,-0.2,6.0,0.2,2.8,2.06,-136.15,64.19,78.0,1.57,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
2676555,1.31,6.57,2.05,3.55,0.2,0.0,1.01,6.0,0.2,3.55,2.05,-136.15,64.2,81.38,1.57,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
2677099,0.21,1.14,1.48,2.54,0.19,0.0,0.0,13.0,1.48,2.54,0.19,-135.45,63.17,81.24,0.0,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
2732539,38.8,86.23,23.88,4.0,0.45,-0.05,-0.29,33.0,24.1,4.76,0.45,-134.62,68.15,84.62,3.14,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
2733251,28.92,64.26,25.36,3.95,0.45,0.0,-0.29,34.0,25.36,4.12,0.45,-115.06,53.6,84.72,0.0,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
2743693,5.57,15.92,6.67,2.5,0.35,0.0,-0.04,6.0,0.35,2.5,6.67,-140.33,64.74,80.85,1.57,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
3041635,12.24,34.98,7.58,4.71,0.35,0.0,-0.25,6.0,0.35,4.71,7.65,-128.04,64.21,84.49,1.57,0.0,dataset2,0,Ss_37,4,0,0,0,0,0,0,0,0,1,0,0
3041658,7.32,20.94,4.98,4.71,0.35,0.0,-0.25,14.0,0.35,4.71,5.08,-134.68,65.32,84.59,1.57,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
3041659,2.83,14.14,4.18,3.45,0.2,0.0,-0.25,6.0,4.27,3.45,0.2,-138.1,65.22,85.12,3.14,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
3041660,1.28,6.38,2.05,3.45,0.2,0.0,-0.25,6.0,0.2,3.45,2.05,-138.2,64.2,85.12,1.57,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
3041661,3.26,16.28,4.18,4.71,0.2,0.0,-0.25,20.0,4.45,4.71,0.2,-138.3,63.17,84.51,3.14,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
3041662,1.28,6.38,2.05,3.45,0.2,0.0,-0.25,6.0,0.2,3.45,2.05,-136.15,64.2,85.12,1.57,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
3041663,0.71,3.78,1.48,4.71,0.19,0.0,-0.25,18.0,1.48,4.71,0.19,-135.45,63.17,84.51,0.0,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
3041669,3.98,20.94,5.65,4.71,0.19,0.0,-0.25,14.0,5.65,5.89,0.19,-137.14,66.62,84.13,0.0,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
3048381,7.04,23.46,7.18,3.45,0.3,0.0,-0.25,6.0,0.3,3.45,7.18,-116.08,57.22,85.12,1.57,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
3048384,2.19,16.95,7.18,3.45,0.15,0.0,-0.25,14.0,0.15,3.45,7.18,-118.41,57.69,85.53,1.57,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
3048385,5.7,16.29,4.43,4.04,0.35,-0.54,-0.2,6.0,0.35,4.04,4.43,-110.06,65.91,84.88,1.57,0.0,dataset2,0,Ss_37,4,0,0,0,0,0,0,0,0,1,0,0
3048387,17.62,50.34,14.55,3.46,0.35,-0.05,-0.29,6.0,0.35,3.46,14.77,-103.38,61.1,85.08,1.57,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
3048393,6.1,17.45,4.98,3.99,0.35,0.0,-0.25,13.0,0.35,3.99,5.08,-118.48,65.29,84.96,1.57,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
3048394,2.87,14.35,4.18,3.5,0.2,0.0,-0.2,6.0,4.28,3.5,0.2,-115.06,65.22,85.15,0.0,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
3048395,1.29,6.47,2.05,3.5,0.2,0.0,-0.2,6.0,0.2,3.5,2.05,-114.96,64.2,85.15,1.57,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
3048396,0.42,2.24,1.48,3.45,0.19,0.0,-0.25,13.0,1.48,3.45,0.19,-117.64,63.17,85.71,0.0,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
3048397,5.61,16.04,4.98,3.45,0.35,0.0,-0.25,6.0,0.35,3.45,4.98,-112.83,65.6,85.12,1.57,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
3048399,1.29,6.47,2.05,3.5,0.2,0.0,-0.2,6.0,0.2,3.5,2.05,-117.01,64.2,85.15,1.57,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
3048416,3.9,15.59,4.74,3.45,0.25,0.0,-0.25,6.0,0.25,3.45,4.74,-124.58,65.66,85.12,1.57,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
3048444,28.78,66.07,14.55,4.67,0.45,0.0,-0.29,16.0,0.45,4.67,14.67,-145.39,60.8,84.53,1.57,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
3048479,0.57,1.62,0.44,3.45,0.35,0.0,-0.25,6.0,0.35,3.45,0.62,-113.86,61.16,85.12,1.57,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
3048486,0.7,4.69,1.11,3.45,0.15,0.0,-0.25,6.0,1.36,3.45,0.15,-108.69,60.2,85.12,3.14,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
3102519,6.84,19.55,11.59,2.66,0.35,-0.05,-0.29,17.0,11.81,2.66,0.35,-147.31,69.65,114.61,0.0,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
3110847,0.86,4.31,1.66,2.8,0.2,0.0,-0.2,6.0,1.76,2.8,0.2,-150.89,45.23,78.0,0.0,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
3110848,1.34,6.72,2.72,2.8,0.2,0.0,-0.2,6.0,0.2,2.8,2.72,-150.22,43.93,78.0,1.57,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
3131168,8.87,25.35,16.21,2.66,0.35,-0.05,-0.29,26.0,16.64,2.66,0.35,-126.65,69.38,114.65,3.14,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
3135809,0.64,3.39,1.25,2.8,0.19,0.0,-0.2,6.0,0.19,2.8,1.3,-90.09,60.78,78.0,1.57,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
3140024,13.16,37.59,14.36,2.66,0.35,-0.05,-0.29,6.0,0.35,2.66,14.36,-103.36,60.86,111.58,1.57,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
3140280,2.96,6.59,3.53,2.66,0.45,-0.05,-0.29,10.0,3.7,2.66,0.45,-105.25,68.15,111.68,3.14,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
3140341,10.27,22.83,24.68,2.66,0.45,-0.05,-0.29,21.0,24.85,2.66,0.45,-116.0,54.02,111.69,3.14,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
3146283,13.58,38.8,13.78,2.9,0.35,0.0,0.0,6.0,0.35,2.9,13.78,-128.04,60.93,111.75,1.57,0.0,dataset2,0,Ss_37,4,0,0,0,0,0,0,0,0,1,0,0
3164702,1.71,3.8,2.83,2.66,0.45,-0.05,-0.29,10.0,3.0,2.66,0.45,-104.78,68.15,114.71,3.14,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
3383535,1.13,3.22,1.09,3.5,0.35,0.0,-0.2,6.0,0.35,3.5,1.09,-111.98,60.58,85.15,1.57,0.0,dataset2,0,Ss_37,4,0,0,0,0,0,0,0,0,1,0,0
3473225,2.31,6.61,3.06,2.66,0.35,-0.05,-0.29,10.0,3.43,2.66,0.35,-95.72,69.14,111.67,3.14,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
3493203,0.31,0.77,6.62,2.52,0.4,-0.05,-0.43,8.0,6.62,2.52,0.4,-97.74,53.99,111.01,0.0,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
3493859,14.36,31.92,15.87,2.66,0.45,-0.05,-0.29,15.0,0.45,2.88,15.87,-151.89,61.81,114.48,1.57,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
3504181,1.55,4.44,2.4,2.66,0.35,-0.05,-0.29,14.0,0.35,2.56,2.58,-94.29,61.68,111.6,1.57,0.0,dataset2,0,Ss_37,4,0,0,0,0,0,0,0,0,1,0,0
3507030,8.73,19.4,19.43,2.52,0.45,-0.05,-0.43,16.0,19.43,2.52,0.45,-90.43,54.02,111.6,3.14,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
3528125,1.11,2.46,2.74,2.61,0.45,0.0,-0.29,8.0,2.74,2.58,0.45,-101.1,68.15,114.86,0.0,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
3528127,15.56,34.58,7.4,2.61,0.45,0.0,-0.29,10.0,0.45,2.79,15.83,-76.91,62.49,114.46,1.57,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
3528226,6.44,18.41,7.46,2.52,0.35,-0.05,-0.43,6.0,0.35,2.52,7.53,-83.43,57.9,111.51,1.57,0.0,dataset2,0,Ss_37,4,0,0,0,0,0,0,0,0,1,0,0
3548842,1.69,11.26,4.46,2.58,0.15,0.0,-0.32,6.0,0.15,2.58,4.54,-109.16,66.67,114.49,1.57,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
3552363,3.29,9.4,5.93,2.66,0.35,-0.05,-0.29,13.0,6.1,2.66,0.35,-85.2,69.55,111.73,0.0,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
3560512,1.65,4.13,1.43,2.61,0.4,0.0,-0.29,6.0,0.4,2.58,1.6,-88.64,68.92,114.49,1.57,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
3560548,4.92,14.06,11.73,2.61,0.35,0.0,-0.29,17.0,11.73,2.58,0.35,-83.55,69.55,114.75,0.0,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
3568509,0.57,4.57,2.45,2.66,0.15,-0.05,-0.29,13.0,0.15,2.63,2.53,-93.68,61.76,114.61,1.57,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
3569984,2.79,7.97,5.97,2.61,0.35,0.0,-0.29,11.0,6.17,2.58,0.35,-96.36,69.14,114.72,0.0,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
3570219,1.08,3.59,0.99,2.61,0.3,0.0,-0.29,6.0,0.3,2.58,1.39,-100.21,68.62,114.49,1.57,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
3570526,0.49,3.92,2.28,2.66,0.15,-0.05,-0.29,13.0,0.15,2.63,2.28,-96.34,64.23,114.61,1.57,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
3673482,1.51,8.0,2.88,3.6,0.19,0.0,-0.2,13.0,0.19,3.6,2.97,-83.35,66.69,81.58,1.57,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
3694785,1.91,12.76,5.1,2.66,0.15,-0.05,-0.29,6.0,0.15,2.63,5.1,-79.81,66.95,114.46,1.57,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
3708967,1.21,3.44,2.48,2.7,0.35,0.0,-0.2,9.0,0.35,2.51,2.48,-118.83,61.92,111.67,1.57,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
3720662,6.23,17.85,7.21,2.52,0.35,-0.05,-0.43,8.0,0.35,2.52,7.29,-96.33,57.75,111.51,1.57,0.0,dataset2,0,Ss_37,4,0,0,0,0,0,0,0,0,1,0,0
3723792,10.05,28.72,11.31,2.58,0.35,0.0,-0.32,6.0,0.35,2.58,11.31,-128.04,63.64,114.49,1.57,0.0,dataset2,0,Ss_37,4,0,0,0,0,0,0,0,0,1,0,0
3727470,0.23,0.67,1.4,2.66,0.35,-0.05,-0.29,9.0,0.35,2.56,1.4,-82.71,69.01,112.04,1.57,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
3812259,0.76,4.0,1.67,2.6,0.19,0.0,-0.2,6.0,1.76,2.6,0.19,-150.89,45.24,75.1,0.0,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
3812260,1.19,6.27,2.73,2.6,0.19,0.0,-0.2,6.0,0.19,2.6,2.73,-150.22,43.94,75.1,1.57,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
3812320,3.07,20.5,5.87,3.55,0.15,0.0,-0.25,8.0,5.94,3.55,0.15,-142.46,53.55,81.36,3.14,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
3812346,0.86,4.51,1.67,2.93,0.19,0.0,0.39,6.0,1.76,2.93,0.19,-150.89,45.24,81.07,0.0,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
3812347,1.43,7.54,2.73,3.13,0.19,0.0,0.59,6.0,0.19,3.13,2.73,-150.22,43.94,81.16,1.57,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
3812348,1.03,5.17,1.89,2.93,0.2,0.0,-0.87,6.0,1.99,2.93,0.2,-78.02,45.23,81.07,3.14,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
3812349,1.5,7.51,2.72,3.13,0.2,0.0,-0.67,6.0,0.2,3.13,2.72,-78.8,43.93,81.16,1.57,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
3812350,1.01,5.29,1.89,3.0,0.19,0.0,0.0,6.0,1.99,3.0,0.19,-78.02,45.24,78.1,3.14,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
3812351,1.37,7.23,2.73,3.0,0.19,0.0,0.0,6.0,0.19,3.0,2.73,-78.8,43.94,78.1,1.57,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
3812354,0.94,4.94,1.89,2.8,0.19,0.0,0.0,6.0,1.99,2.8,0.19,-78.02,45.24,75.2,3.14,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
3812355,1.28,6.75,2.73,2.8,0.19,0.0,0.0,6.0,0.19,2.8,2.73,-78.8,43.94,75.2,1.57,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
3824300,10.11,28.87,11.24,2.62,0.35,-0.08,2.0,6.0,0.35,2.62,11.24,-102.96,47.86,84.09,1.57,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
3992900,1.02,5.08,1.94,2.29,0.2,-0.54,1.75,6.0,2.14,2.37,0.2,-77.83,45.23,83.97,3.14,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
3992901,1.34,6.7,2.77,2.18,0.2,-0.43,1.75,6.0,0.2,2.41,2.87,-78.8,43.75,83.94,1.57,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
3995240,4.61,24.24,48.49,0.5,0.19,0.0,-0.2,6.0,48.59,0.5,0.19,-127.62,56.85,116.35,0.0,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
3995366,1.21,6.36,12.72,0.5,0.19,0.0,-0.2,6.0,0.19,0.5,12.82,-151.77,63.3,116.35,1.57,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
3995556,1.09,5.73,11.27,0.5,0.19,0.0,-0.2,6.0,0.19,0.5,11.46,-103.28,62.48,116.35,1.57,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
3995766,1.22,6.4,12.62,0.5,0.19,0.0,-0.2,6.0,0.19,0.5,12.81,-77.03,63.16,116.35,1.57,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
3996836,2.47,13.0,26.01,0.5,0.19,0.0,-0.2,6.0,26.11,0.5,0.19,-90.13,56.85,116.35,0.0,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
3996837,1.05,5.54,11.27,0.5,0.19,0.0,-0.2,6.0,0.19,0.5,11.27,-103.04,62.48,116.35,1.57,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
3996838,0.3,1.56,2.93,0.5,0.19,0.0,-0.2,6.0,3.12,0.5,0.19,-101.57,68.12,116.35,0.0,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
4227045,1.06,21.16,4.98,4.55,0.35,-1.05,-0.2,8.0,0.35,4.55,4.98,-140.33,65.6,84.62,1.57,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
4227093,6.24,32.85,7.28,4.71,0.19,-1.26,-0.25,6.0,0.19,4.71,7.28,-131.45,64.44,84.5,1.57,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
4227096,8.06,23.03,6.97,3.45,0.35,1.26,-0.25,6.0,0.35,3.45,6.97,-128.04,57.16,85.12,1.57,0.0,dataset2,0,Ss_37,4,0,0,0,0,0,0,0,0,1,0,0
4227109,0.41,2.76,0.78,4.71,0.15,-1.26,-0.25,6.0,0.78,4.71,0.15,-131.84,64.85,84.5,0.0,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
4248624,2.13,10.67,4.48,5.06,0.2,-2.03,-0.67,6.0,4.48,5.49,0.2,-91.44,66.62,84.06,3.14,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
4331209,1.39,3.96,2.22,2.66,0.35,-0.05,-0.29,10.0,2.4,2.66,0.35,-98.27,67.59,111.69,3.14,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
4331529,0.88,5.84,2.93,2.66,0.15,-0.05,-0.29,12.0,3.01,2.66,0.15,-95.92,62.83,111.64,3.14,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
4331761,0.54,3.59,2.28,2.66,0.15,-0.05,-0.29,10.0,0.15,2.56,2.28,-98.42,64.1,111.61,1.57,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
4339283,4.34,12.4,5.84,2.66,0.35,-0.05,-0.29,10.0,5.84,2.52,0.35,-91.05,60.77,111.53,0.0,0.0,dataset2,0,Ss_37,4,0,0,0,0,0,0,0,0,1,0,0
4346166,0.59,4.7,2.65,2.66,0.15,-0.05,-0.29,13.0,2.65,2.66,0.15,-94.92,58.52,111.72,3.14,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
4346715,1.14,9.34,5.51,2.66,0.15,-0.05,-0.29,14.0,0.15,2.52,5.51,-93.68,57.67,111.63,1.57,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
4352051,0.92,6.12,2.45,2.66,0.15,-0.05,-0.29,6.0,2.45,2.66,0.15,-98.44,65.19,111.58,0.0,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
4357267,1.05,7.8,4.68,2.66,0.15,-0.05,-0.29,17.0,0.15,2.56,4.68,-99.67,65.19,111.64,1.57,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
4357607,4.66,13.3,5.58,2.66,0.35,-0.05,-0.29,8.0,0.35,2.63,5.58,-94.27,65.8,114.46,1.57,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
4357610,4.47,12.77,5.0,2.66,0.35,-0.05,-0.29,8.0,0.35,2.63,5.2,-88.62,65.7,114.46,1.57,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
4381743,0.77,5.16,2.75,2.66,0.15,-0.05,-0.29,9.0,2.75,2.63,0.15,-98.47,64.57,114.54,0.0,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
4381746,0.75,5.02,2.16,2.66,0.15,-0.05,-0.29,6.0,2.16,2.63,0.15,-97.46,60.27,114.46,3.14,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
4383180,0.78,5.18,2.07,2.66,0.15,-0.05,-0.29,6.0,2.15,2.63,0.15,-95.43,65.4,114.46,3.14,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
4396136,1.01,6.71,2.65,2.66,0.15,-0.05,-0.29,6.0,2.73,2.63,0.15,-94.88,58.52,114.46,3.14,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
4396137,0.34,2.28,1.76,2.66,0.15,-0.05,-0.29,10.0,0.15,2.63,1.76,-93.68,57.51,114.62,1.57,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
4396141,0.2,1.31,0.55,2.66,0.15,-0.05,-0.29,6.0,0.15,2.63,0.57,-90.57,61.37,114.46,1.57,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
4396144,0.23,4.5,1.86,2.66,0.05,-0.05,-0.29,6.0,1.86,2.63,0.05,-91.5,61.15,114.46,0.0,0.0,dataset2,0,Ss_40,5,0,0,0,0,0,0,0,0,1,0,0
4396171,1.76,11.76,4.57,2.66,0.15,-0.05,-0.29,6.0,0.15,2.63,4.65,-97.39,66.73,114.46,1.57,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
4404188,1.53,3.81,1.26,2.66,0.4,-0.05,-0.29,8.0,0.4,2.66,1.63,-118.46,68.84,88.38,1.57,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
4404189,1.92,4.27,2.43,2.65,0.45,0.0,-0.25,9.0,0.45,2.65,2.5,-112.43,62.1,88.55,1.57,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
4404190,7.02,20.06,7.72,2.65,0.35,0.0,-0.25,6.0,0.35,2.65,7.79,-111.98,57.61,88.43,1.57,0.0,dataset2,0,Ss_37,4,0,0,0,0,0,0,0,0,1,0,0
4404194,1.68,3.74,2.4,2.65,0.45,0.0,-0.25,9.0,0.45,2.65,2.4,-118.88,61.95,88.56,1.57,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
4404198,2.08,13.86,5.48,2.65,0.15,0.0,-0.25,6.0,0.15,2.65,5.48,-121.44,66.59,88.43,1.57,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
4404208,5.57,17.17,9.58,2.66,0.35,-0.05,-0.29,23.0,9.58,2.66,0.35,-123.18,69.38,88.41,0.0,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
4404209,0.04,0.26,0.5,2.65,0.15,0.0,-0.25,6.0,0.5,2.65,0.15,-119.16,61.32,88.43,0.0,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
4404211,1.98,13.18,5.12,2.65,0.15,0.0,-0.25,6.0,0.15,2.65,5.2,-115.58,56.31,88.43,1.57,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
4404214,2.92,8.35,3.5,2.65,0.35,0.0,-0.25,6.0,3.5,2.65,0.35,-113.73,60.77,88.43,3.14,0.0,dataset2,0,Ss_37,4,0,0,0,0,0,0,0,0,1,0,0
4404241,6.23,41.53,15.78,2.7,0.15,0.0,-0.2,6.0,0.15,2.7,15.78,-127.94,61.51,88.45,1.57,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
4404243,7.02,20.06,7.77,2.65,0.35,0.0,-0.25,6.0,0.35,2.65,7.84,-119.38,57.61,88.43,1.57,0.0,dataset2,0,Ss_37,4,0,0,0,0,0,0,0,0,1,0,0
4404332,0.68,4.51,1.92,2.66,0.15,-0.05,-0.29,6.0,0.15,2.66,1.92,-111.98,52.53,88.38,1.57,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
4404358,0.85,5.7,2.25,2.65,0.15,0.0,-0.25,6.0,2.33,2.65,0.15,-113.23,58.1,88.43,3.14,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
4404359,0.71,4.75,2.68,2.65,0.15,0.0,-0.25,9.0,0.15,2.65,2.68,-114.23,59.39,88.52,1.57,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
4404368,0.74,2.1,0.44,2.65,0.35,0.0,-0.25,6.0,0.35,2.65,0.79,-115.48,61.0,88.43,1.57,0.0,dataset2,0,Ss_37,4,0,0,0,0,0,0,0,0,1,0,0
4404370,0.41,1.16,1.5,2.65,0.35,0.0,-0.25,9.0,1.5,2.65,0.35,-116.19,61.22,88.87,3.14,0.0,dataset2,0,Ss_37,4,0,0,0,0,0,0,0,0,1,0,0
4404389,4.22,14.06,5.48,2.65,0.3,0.0,-0.25,6.0,0.3,2.65,5.48,-124.61,66.55,88.43,1.57,0.0,dataset2,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
